booktitle,author,key,title
ICB,Rolf Ingold,conf/icb/HummHI07,Modelling Combined Handwriting and Speech Modalities.
,William J. Dally,journals/tcad/AgrawalD90,A hardware logic simulation system.
CIKM,Hans-Jörg Schek,conf/cikm/WeberBGS99,Architecture of a Networked Image Search and Retrieval System.
,Chris Dyer,journals/corr/LampleBSKD16,Neural Architectures for Named Entity Recognition.
ISMIS,V. S. Subrahmanian,conf/ismis/NgS91,Stable Model Semantics for Probabilistic Deductive Databases.
,M. Tamer Özsu,journals/pvldb/ChenVWOO11,A Framework for Supporting DBMS-like Indexes in the Cloud.
ICIP,Shipeng Li,conf/icip/GuoLWGL06,Wyner-Ziv Video Coding Based on Set Partitioning in Hierarchical Tree.
,Songcan Chen,journals/tnn/LiSZHC15,FREL: A Stable Feature Selection Algorithm.
,Judea Pearl,journals/amai/Pearl11,The algorithmization of counterfactuals.
FLAIRS Conference,Bryan Kisiel,conf/flairs/YangRK05,Combining Categorization-based and Corpus-based Approaches for CLIR.
Discovery Science,Carole R. Beal,conf/dis/CohenOAB01,Robot Baby 2001.
,Prasant Mohapatra,journals/twc/LiuM07,On the deployment of wireless data back-haul networks.
ICEC,Kuan-Ta Chen,conf/iwec/ThawonmasYLC09,Analysis of Area Revisitation Patterns in World of Warcarft.
,Andrew R. Barron,journals/tit/LeungB06,Information Theory and Mixing Least-Squares Regressions.
ROBIO,Yi Liu,conf/robio/DongCWDL15,Normal dynamic statics analysis of a high speed heavy duty palletizer.
,Hans Tompits,journals/tplp/BusoniuOPST13,SeaLion: An eclipse-based IDE for answer-set programming with advanced debugging support.
PPSN,Xin Yao,conf/ppsn/LewisMY08,Evolutionary Market Agents for Resource Allocation in Decentralised Systems.
,Jonathan Lawry,journals/corr/LewisL16c,Emerging Dimension Weights in a Conceptual Spaces Model of Concept Combination.
ICTAC,Mingyi Zhang,conf/ictac/WangYZ13,Embedding Functions into Disjunctive Logic Programs.
ICDCS,Hector Garcia-Molina,conf/icdcs/PittelliG87,Recovery in a Triple Modular Redundant Database System.
PAKDD,Christie I. Ezeife,conf/pakdd/LuE03,Position Coded Pre-order Linked WAP-Tree for Web Log Sequential Pattern Mining.
,Yu Zhang,journals/access/HuangCSWZ16,An Experimental Study of Clogging Fault Diagnosis in Heat Exchangers Based on Vibration Signals.
,Henry Tirri,journals/aicom/FloreenMOT90,Compiling Object Declarations into Connectionist Networks.
,Jaideep Vaidya,journals/jcs/AtluriSV08,Efficient security policy enforcement for the mobile environment.
AAAI,Raman Rajagopalan,conf/aaai/Rajagopalan84,Qualitative Modeling in the Turbojet Engine Domain.
,Vipin Kumar,journals/siamsc/KarypisK98,A Fast and High Quality Multilevel Scheme for Partitioning Irregular Graphs.
,Greg Mori,journals/pami/WangM11,Hidden Part Models for Human Action Recognition: Probabilistic versus Max Margin.
BIODEVICES (2),Ying Yang,conf/biostec/LiuASY08,Micro-Shaft-Poking - a Novel Instrument for Mechanically Characterizing Soft Biomimetic Membrance.
,Rukmini Iyer,journals/ir/HillardMRLCI11,The sum of its parts: reducing sparsity in click estimation with query segments.
,Christoph G. Thomas,phd/dnb/Thomas96,To assist the user: on the embedding of adaptive and agent based mechanisms.
EKAW,Sören Auer,conf/ekaw/TrampFEA10,Weaving a Social Data Web with Semantic Pingback.
BCS HCI (2),Alan F. Smeaton,conf/bcshci/ByrneLJS07,Visualising Bluetooth interactions: combining the Arc diagram and DocuBurst techniques.
,Moshe Tennenholtz,journals/corr/KalaiMT13,General-sum Bidding Games.
ECAI,Gregory M. Provan,conf/ecai/Provan90,The Computational Complexity of Multiple-Context Truth Maintenance Systems.
,Xiao Huang,journals/eswa/LiHLH14,RFID reader anti-collision algorithm using adaptive hierarchical artificial immune system.
ITCH,Artur S. d'Avila Garcez,conf/itch/GuoRG15,Modelling Clinical Diagnostic Errors: A System Dynamics Approach.
,Alfred O. Hero III,journals/corr/abs-1104-1990,Adaptive Evolutionary Clustering
,Carmel Domshlak,journals/corr/abs-cs-0601046,Better than the real thing? Iterative pseudo-query processing using cluster-based language models
TrustCom,Jun Ma,conf/trustcom/ChengWWMRM11,SWHash: An Efficient Data Integrity Verification Scheme Appropriate for USB Flash Disk.
ISBI,Rita Z. Goldstein,conf/isbi/HonorioSTG10,Simple fully automated group classification on brain FMRI.
,Ryosuke Shibasaki,journals/expert/SongZSHUS13,Intelligent System for Human Behavior Analysis and Reasoning Following Large-Scale Disasters.
,Chin-Chen Chang,journals/ijnsec/XieJWC16,Composable Secure Roaming Authentication Protocol for Cloud-assisted Body Sensor Networks.
ICINCO (2),Carles Sierra,conf/icinco/MohanBMS04,Integrating a Potential Field Based Pilot into a Multiagent Navigation Architecture for Autonomous Robots.
,Dhabaleswar K. Panda,journals/tjs/ShankarLWIP16,Characterizing and benchmarking stand-alone Hadoop MapReduce on modern HPC clusters.
,Amr El Abbadi,journals/debu/ChonAA02,Data Management for Moving Objects.
AAAI/IAAI,Prasad Tadepalli,conf/aaai/ReddyT97,Learning Goal-Decomposition Rules Using Exercises.
PAKDD,Zengping Tian,conf/pakdd/ZhouJZT99,Incremental Mining of Schema for Semistructured Data.
ACM DEV,Lakshminarayanan Subramanian,conf/dev/ChakrabortyJS15,Summarization Search: A New Search Abstraction for Mobile Devices.
INTERSPEECH,Franco Mana,conf/interspeech/ScanzioLFGM08,On the use of a multilingual neural network front-end.
ICME (1),Edward Y. Chang,conf/icmcs/DimitrijevicRC02,The XTREAM multimedia system.
DALT,Timothy J. Norman,conf/dalt/KollingbaumVGN07,Conflict Resolution in Norm-Regulated Environments Via Unification and Constraints.
CIKM,Morten Kristiansen,conf/cikm/BudaCMK14,VFDS: An Application to Generate Fast Sample Databases.
,Lawrence Snyder,journals/tjs/DeitzCS02,High-level Language Support for User-defined Reductions.
,Ralf Steinmetz,journals/percom/LuckeS14,"Special issue on ""Pervasive Education""."
ACM Conference on Computer and Communications Security,Wenke Lee,conf/ccs/DinaburgRSL08,Ether: malware analysis via hardware virtualization extensions.
CSCW,John Mylopoulos,conf/cscw/JarkeM96,Cooperative Information Systems: A Research Agenda (Tutorial).
SIGMOD Conference,Krithi Ramamritham,conf/sigmod/MoleskyR95,Recovery Protocols for Shared Memory Database Systems.
CVPR,Yiannis Aloimonos,conf/cvpr/HerveA92,Exploratory active vision: theory.
INTERSPEECH,Sridha Sridharan,conf/interspeech/VogtPS03,Dependence of GMM adaptation on feature post-processing for speaker recognition.
CIKM,Jonghoon Chun,conf/cikm/ChunC98,Providing Semantics for Indefinite Deductive Databases.
,Michaël Rusinowitch,journals/ipl/AnantharamanNR05,Closure properties and decision problems of dag automata.
ISNN (2),Wei Wang,conf/isnn/LiuLLWW06,Estimation of the Future Earthquake Situation by Using Neural Networks Ensemble.
INFOCOM Workshops,Jing Xu,conf/infocom/XuXZLX15,Network reachability analysis on temporally varying interaction networks.
,Wei-Pang Yang,journals/dke/TsengCY93,Refining Imprecise Data by Integrity Constraints.
,Lawrence Carin,journals/tsp/YuanRHC14,Hierarchical Infinite Divisibility for Multiscale Shrinkage.
,Xuanjing Huang,journals/corr/ZhuQCH15,A Re-ranking Model for Dependency Parser with Recursive Convolutional Neural Network.
GLOBECOM,Michalis Faloutsos,conf/globecom/KaragiannisBBcF04,Is P2P dying or just hiding? [P2P traffic measurement].
CP,Mark S. Fox,conf/cp/BeckDF97,Five Pitfalls of Empirical Scheduling Research.
WISI,Hsinchun Chen,conf/wisi/QinZRLC06,"Unraveling International Terrorist Groups' Exploitation of the Web: Technical Sophistication, Media Richness, and Web Interactivity."
ICSSP,Claudia Roncancio,conf/ispw/HajmoosaeiTPFR15,Towards a change-aware process environment for system and software process.
SDM,Jiawei Han,conf/sdm/ChengYH05,SeqIndex: Indexing Sequences by Sequential Pattern Analysis.
,Yiannis Aloimonos,journals/tsmc/SharmaA92,Coordinated motion planning: the warehouseman's problem with constraints on free space.
,Alan Bundy,journals/ai/HarmelenB88,Explanation-Based Generalisation = Partial Evaluation.
CCPR (1),Shiliang Sun,conf/ccpr/ZhuS14,Multi-task Sparse Gaussian Processes with Improved Multi-task Sparsity Regularization.
NSDI,Scott Shenker,conf/nsdi/KimGKS05,Geographic Routing Made Practical.
SDM,Tao Li,conf/sdm/Li05,Hierarchical Document Classification Using Automatically Generated Hierarchy.
,Jeffrey Mark Siskind,journals/jair/FernGS02,Specific-to-General Learning for Temporal Events with Application to Learning Event Definitions from Video.
ICDCS,Mario Tokoro,conf/icdcs/TeraokaCT92,"Design, Implementation, and Evaluation of Virtual Internet Protocol."
ICWI,Abel Muiño,conf/iadis/BellosFTM03,"Towards a Generic and Adaptable J2EE-Based Framework for Engineering Personalizable ""My"" Portals."
TrustCom/BigDataSE/ISPA (1),Yun Wang,conf/trustcom/LiHW15,Reputation Propagation and Updating in Mobile Ad Hoc Networks with Byzantine Failures.
MobiDE,Krithi Ramamritham,conf/mobide/MartinR99,Recovery Guarantees in Mobile Systems.
,Yuanshun Dai,journals/ress/LevitinXD13,Cold-standby sequencing optimization considering mission cost.
ISAIM,Vibhav Gogate,conf/isaim/KaskDG04,New Look-Ahead Schemes for Constraint Satisfaction.
CHI Extended Abstracts,Kenneth Y. Goldberg,conf/chi/WongFBHG11,The diversity donut: enabling participant control over the diversity of recommended responses.
UAI,D. M. Titterington,conf/uai/WangT04,Convergence and Asymptotic Normality of Variational Bayesian Approximations for Expon.
,David B. Lomet,journals/tse/Lomet80,Subsystems of Processes with Deadlock Avoidance.
,Ten-Hwang Lai,journals/jpdc/Lai86,Termination Detection for Dynamically Distributed Systems with Non-first-in-first-out Communication.
CCTA,Xinyu Guo,conf/ifip12/JiangXYG14,Study of Plant Animation Synthesis by Unity3D.
VLDB,Umeshwar Dayal,conf/vldb/Dayal83,Processing Queries Over Generalization Hierarchies in a Multidatabase System.
,Peter Dayan,journals/corr/abs-1205-3109,Efficient Bayes-Adaptive Reinforcement Learning using Sample-Based Search
,Weixiong Zhang,journals/nar/RuanSZ04,ILM: a web server for predicting RNA secondary structures with pseudoknots.
Encyclopedia of Database Systems,Alejandro Jaimes,reference/db/SebeJ09,Human-centered Computing: Application to Multimedia.
WOA,Cristiano Castelfranchi,conf/woa/FalconeC10,Transitivity in Trust. A Discussed Property.
,Chuanyi Ji,journals/jsac/LiuJ07,Resilience of all-optical network architectures under in-band crosstalk attacks: a probabilistic graphical model approach.
FCT,Manfred K. Warmuth,conf/fct/BodlaenderMW89,The Distributed Bit Complexity of the Ring: From the Anonymous to the Non-anonymous Case.
CVPR,Stefano Soatto,conf/cvpr/LeeS11,"Learning and matching multiscale template descriptors for real-time detection, localization and tracking."
ICDT,Frank Neven,conf/icdt/Neven14,Remaining CALM in Declarative Networking.
,John C. S. Lui,journals/ton/WangJYL16,SLICE: Enabling Greedy Routing in High Genus 3-D WSNs With General Topologies.
,Enhong Chen,journals/tcyb/ZhuLGXC15,Popularity Modeling for Mobile Apps: A Sequential Approach.
,Michael J. Black,journals/tog/LoperMB14,MoSh: motion and shape capture from sparse markers.
ADMA,Lionel M. Ni,conf/adma/PuLQN12,Visual Fingerprinting: A New Visual Mining Approach for Large-Scale Spatio-temporal Evolving Data.
,Wen Gao 0001,journals/tsmc/ChenWYSCG07,Enhancing Human Face Detection by Resampling Examples Through Manifolds.
ECCV (1),Gene H. Golub,conf/eccv/TaubinZG96,Optimal Surface Smoothing as Filter Design.
Encyclopedia of Algorithms,Mohammad Mahdian,reference/algo/AardalBM16,Facility Location.
APWeb,Raymond K. Wong,conf/apweb/FisherLW04,Algebraic Transformation and Optimization for XQuery.
,Michael L. Brodie,journals/sigmod/Brodie83,Research Issues in Database Specification.
VLDB,Hans-Jörg Schek,conf/vldb/WeikumS84,Architectural Issues of Transaction Management in Multi-Layered Systems.
ISIT,Kannan Ramchandran,conf/isit/PawarR14,A robust R-FFAST framework for computing a k-sparse n-length DFT in O(k log n) sample complexity using sparse-graph codes.
SIGIR,Alan F. Smeaton,conf/sigir/Smeaton86,Incorporating Syntactic Information into a Document Retrieval Strategy: An Investigation.
ICME,Xiaoou Tang,conf/icmcs/XuLLT04,Indoor shadow detection for video segmentation.
INTERSPEECH,Manfred Gehrke,conf/interspeech/BertonRBSG07,How to integrate speech-operated internet information dialogs into a car.
,Zhen Liu,journals/simpra/GaoJDLLYDL16,"A real-time, high fidelity dynamic simulation platform for hexapod robots on soft terrain."
POPL,Jeffrey D. Ullman,conf/popl/AhoJU77,Code Generation for Machines with Multiregister Operations.
SSDBM,Christof Bornhövd,conf/ssdbm/ParadiesLB15,GRAPHITE: an extensible graph traversal framework for relational database management systems.
,Mingyan Liu,journals/corr/NaghizadehL16,On the Role of Public and Private Assessments in Security Information Sharing Agreements.
STOC,Ziv Bar-Yossef,conf/stoc/NisanB97,Pointer Jumping Requires Concurrent Read.
DaWaK,Gilles Zurfluh,conf/dawak/AtiguiRSZ14,Reducing Multidimensional Data.
KDD,Suvrit Sra,conf/kdd/BanerjeeDGS03,Generative model-based clustering of directional data.
,Babak Hassibi,journals/tac/GuptaDHMH09,Data Transmission Over Networks for Estimation and Control.
SDM,Daniel Lemire,conf/sdm/Lemire07,A Better Alternative to Piecewise Linear Time Series Segmentation.
Gesture Workshop,Gualtiero Volpe,conf/gw/GlowinskiCCMV07,Validation of an Algorithm for Segmentation of Full-Body Movement Sequences by Perception: A Pilot Experiment.
IAT,Chang Liu,conf/iat/LauZL05,Solving Generalized Open Constraint Optimization Problem Using Two-level Multi-agent Framework.
FSKD (1),Wenjie Li,conf/fskd/ZhaoYL07,Service Description Based on CW for Pervasive Service Discovery.
ICPR,Rama Chellappa,conf/icpr/LiuHHC96,Image gradient evolution-a visual cue for collision avoidance.
,Judea Pearl,journals/tit/Pearl76a,Theoretical bounds on the complexity of inexact computations.
CVPR (2),Dimitris N. Metaxas,conf/cvpr/HuangPM04,A Graphical Model Framework for Coupling MRFs and Deformable Models.
Intelligent Tutoring Systems,Peter Brusilovsky,conf/its/HosseiniB14,Example-Based Problem Solving Support Using Concept Analysis of Programming Content.
Computing Attitude and Affect in Text,James F. Allen,books/sp/06/ChambersTA06,Approaches for Automatically Tagging Affect: Steps Toward an Effective and Efficient Tool.
,Yee Whye Teh,journals/corr/abs-1205-2662,On Smoothing and Inference for Topic Models
,Wei Fan,journals/cn/CohenF00,Web-collaborative filtering: recommending music by crawling the Web.
ICDAR,Chew Lim Tan,conf/icdar/PhanSST11,A Gradient Vector Flow-Based Method for Video Character Segmentation.
IJCAI,Michael Zakharyaschev,conf/ijcai/BotoevaKRWZ15,When Are Description Logic Knowledge Bases Indistinguishable?
,Frank Neumann,journals/tcs/BerghammerFN12,"Convergence of set-based multi-objective optimization, indicators and deteriorative cycles."
MUD,Jennifer Widom,conf/mud/IkedaW09,Outerjoins in Uncertain Databases.
,Munindar P. Singh,books/sp/Singh94,"Multiagent Systems - A Theoretical Framework for Intentions, Know-How, and Communications"
ICPR (1),Bir Bhanu,conf/icpr/LeangB04,Learning Integrated Perception-Based Speed Control.
ICIP,Ehud Rivlin,conf/icip/BegelmanR09,Automatic screening of bladder cells for cancer diagnosis.
Australasian Database Conference,Kian-Lee Tan,conf/adc/YuT96,Scheduling Issues in Partitioned Temporal Join.
,Allen Newell,journals/sigart/RychenerN77,An instructable production system: basic design issues.
APWeb Workshops,Juanzi Li,conf/apweb/ZhangLL12,A Mathematical Model for Human Flesh Search Engine.
,Timothy J. Norman,journals/eaai/OhMSN13,Prognostic normative reasoning.
,Slawomir Goryczka,journals/corr/abs-1202-5358,DPCube: Differentially Private Histogram Release through Multidimensional Partitioning
IJCAI,Nitin Indurkhya,conf/ijcai/WeissI93,Rule-Based Regression.
ICCV,Guillermo Sapiro,conf/iccv/BallesterCVBS01,A Variational Model for Filling-In Gray Level and Color Images.
,Pentti Kanerva,journals/cogsr/Kanerva99,"Artificial Minds, Stan Franklin, MIT Press, Cambridge, MA, 1995, xi+449 pp., ISBN 0-262-06178-3 (HB), 0-262-56109-3 (PB)."
EuroMed,Katsushi Ikeuchi,conf/euromed/ErgunZKIKI14,3D Reconstruction of Saltanat Gate in Dolmabahce Palace.
,John A. Taylor,journals/tmm/ZhouZCBXT09,An Efficient Near-Duplicate Video Shot Detection Method Using Shot-Based Interest Points.
SSDBM,Kai-Uwe Sattler,conf/ssdbm/WolfPMAS15,Extending database task schedulers for multi-threaded application code.
CASE,Li Li,conf/case/ZhuLTL15,A comprehensive energy model for CNC machining.
ISCAS (4),Jeng-Shyang Pan,conf/iscas/WangJP05,Hiding watermark in watermark [image watermarking].
,Zoubin Ghahramani,journals/corr/DziugaiteRG15,Training generative neural networks via Maximum Mean Discrepancy optimization.
